Age;Gender;Country;Income;ProductQuality;ServiceQuality;PurchaseFrequency;FeedbackScore;LoyaltyLevel;SatisfactionScore
26;Male;Germany;35904;9;2;15;High;Bronze;61.07
51;Male;USA;49385;8;2;15;Medium;Gold;75.0
31;Male;UK;41549;8;8;1;High;Bronze;95.51
21;Male;France;103464;3;2;6;High;Gold;60.26
46;Male;France;69981;10;10;17;Medium;Silver;100.0
32;Female;USA;64941;6;7;10;Medium;Bronze;100.0
34;Male;USA;106176;1;1;19;High;Bronze;52.15
36;Female;Germany;63765;6;5;6;Medium;Gold;94.72
55;Male;Canada;112744;1;3;17;High;Bronze;79.23
26;Female;USA;77749;9;6;13;High;Silver;100.0
44;Female;USA;41224;4;7;8;Low;Bronze;88.97
66;Female;Germany;57205;4;7;18;Medium;Bronze;89.16
32;Female;USA;63123;9;10;9;Medium;Bronze;100.0
54;Female;Germany;60310;4;6;11;Low;Bronze;72.0
45;Male;USA;104673;2;9;18;High;Silver;95.18
67;Female;UK;76242;6;3;15;High;Bronze;88.62
21;Male;USA;77726;3;4;7;High;Silver;77.59
38;Female;Canada;75816;5;10;16;High;Bronze;100.0
51;Male;France;73410;7;5;17;High;Bronze;96.68
36;Male;Germany;91770;10;10;11;Medium;Bronze;100.0
54;Male;Canada;111550;2;4;2;Medium;Silver;86.72
21;Female;Germany;87782;9;10;15;Medium;Gold;100.0
54;Male;Canada;86671;5;1;3;Low;Bronze;61.86
68;Female;Germany;67173;3;1;9;Low;Gold;40.91
49;Male;Germany;118225;1;2;11;High;Silver;54.84
62;Female;France;117270;2;9;18;Medium;Bronze;87.96
65;Male;USA;108122;3;5;6;Low;Bronze;89.08
29;Female;Germany;36543;8;2;10;High;Gold;65.3
58;Male;Germany;70316;10;6;14;High;Gold;100.0
33;Male;France;79662;3;8;6;Low;Silver;68.61
31;Male;Germany;94205;8;4;11;Medium;Gold;90.01
18;Female;Germany;89250;3;9;17;High;Bronze;92.98
69;Male;UK;71496;8;8;17;Medium;Silver;100.0
49;Male;UK;57204;5;7;19;High;Gold;100.0
38;Male;UK;40754;8;5;13;Low;Gold;85.29
21;Male;France;38899;7;10;19;High;Bronze;100.0
26;Female;Germany;69354;6;5;6;Medium;Bronze;68.59
68;Female;France;119952;2;6;13;Low;Bronze;100.0
63;Female;France;86124;9;7;15;High;Silver;100.0
39;Male;Canada;105147;7;3;1;High;Gold;79.83
29;Female;USA;106695;9;7;3;High;Gold;100.0
47;Male;Canada;82806;6;8;3;Medium;Gold;100.0
47;Male;USA;67399;9;5;13;High;Gold;100.0
49;Male;Canada;94265;2;7;4;Medium;Bronze;66.54
53;Female;Germany;53232;4;6;15;Low;Silver;83.03
24;Male;France;68258;4;8;7;Medium;Bronze;78.13
34;Female;Canada;106548;9;4;10;High;Bronze;100.0
18;Male;Canada;54417;1;5;7;Low;Bronze;46.55
31;Female;Germany;97692;8;6;12;High;Silver;100.0
64;Female;France;45870;9;9;5;Low;Bronze;100.0
61;Female;USA;104542;9;6;18;Low;Silver;100.0
61;Male;Canada;85658;6;5;18;Low;Bronze;98.12
55;Female;USA;67364;6;10;20;High;Bronze;100.0
43;Female;UK;112055;1;9;4;High;Gold;100.0
44;Male;Canada;31074;6;8;12;High;Bronze;94.78
62;Female;France;73725;9;5;13;Medium;Gold;100.0
33;Female;UK;50843;1;6;9;Medium;Gold;58.04
63;Female;UK;87424;2;8;9;High;Bronze;100.0
24;Male;Canada;52229;5;4;6;High;Silver;70.13
49;Female;Canada;90600;7;7;3;High;Bronze;100.0
42;Female;UK;117339;2;4;5;Medium;Gold;73.17
48;Female;Canada;88816;1;9;20;High;Gold;100.0
33;Male;France;50683;9;3;5;High;Gold;91.36
58;Female;France;56487;8;3;17;Low;Silver;80.29
31;Female;UK;59725;4;4;15;High;Gold;70.78
42;Male;Canada;79487;4;9;17;High;Silver;100.0
47;Female;UK;104475;7;2;12;Medium;Gold;94.6
24;Female;France;94321;3;9;7;High;Gold;100.0
29;Female;Canada;35682;10;4;13;Medium;Bronze;79.63
20;Male;France;116862;5;1;5;High;Gold;80.26
44;Female;Canada;100535;7;1;10;Low;Bronze;88.26
63;Male;Germany;96949;4;8;10;Low;Silver;100.0
36;Female;France;51621;9;5;2;High;Bronze;100.0
60;Female;USA;85397;10;1;6;High;Bronze;79.38
54;Male;Canada;114301;7;10;4;Low;Gold;100.0
62;Female;Germany;65651;3;5;16;Medium;Gold;72.85
59;Female;Germany;57246;8;2;6;High;Silver;80.05
24;Male;Germany;34482;10;4;3;High;Bronze;90.59
66;Male;France;32847;2;4;13;High;Bronze;66.6
33;Male;USA;110599;6;3;11;Low;Gold;100.0
49;Female;Germany;63906;4;5;2;Medium;Silver;67.0
25;Male;UK;83053;5;6;12;Medium;Silver;100.0
66;Female;Canada;56071;10;1;20;High;Gold;100.0
30;Male;Canada;103520;4;2;5;Low;Bronze;67.99
28;Male;USA;58081;10;6;20;Medium;Bronze;100.0
37;Male;USA;111809;2;7;13;Medium;Bronze;82.54
35;Female;France;54878;2;5;16;Medium;Bronze;85.07
54;Female;UK;76142;9;7;15;Medium;Gold;100.0
23;Female;Canada;78555;4;2;13;Medium;Silver;79.21
37;Male;Germany;93407;4;3;2;Medium;Bronze;77.7
49;Female;Germany;92273;1;9;18;Medium;Gold;88.43
63;Female;Canada;56973;10;1;18;High;Bronze;100.0
61;Male;UK;85986;6;4;2;Medium;Silver;76.94
46;Female;UK;47972;9;7;16;High;Silver;100.0
21;Male;Germany;76702;8;8;20;Low;Gold;100.0
24;Male;Canada;92107;10;6;10;High;Bronze;100.0
60;Female;Germany;44168;9;10;2;High;Silver;100.0
37;Male;France;64278;1;3;19;Low;Gold;67.63
51;Female;Canada;117357;7;1;16;Medium;Bronze;84.92
53;Male;UK;49996;1;5;11;High;Gold;87.19
24;Female;Germany;33004;2;2;2;Low;Silver;Eyl.39
50;Female;USA;59819;2;10;2;High;Bronze;88.67
32;Female;USA;94903;3;9;15;Medium;Silver;90.28
69;Male;France;96221;3;3;10;Medium;Bronze;69.36
49;Female;USA;61774;4;10;14;High;Silver;100.0
39;Male;France;40561;6;1;17;Medium;Silver;63.81
57;Female;France;108141;4;6;7;Medium;Gold;100.0
46;Female;UK;73793;7;1;16;High;Bronze;73.32
42;Male;UK;110468;4;3;17;High;Silver;78.5
22;Female;Canada;34069;10;4;12;High;Gold;96.43
31;Female;Germany;57221;9;10;19;Medium;Gold;100.0
67;Male;USA;36301;2;8;3;Medium;Silver;82.15
52;Female;Germany;90754;1;9;15;High;Bronze;100.0
19;Female;Germany;53316;7;9;7;Low;Silver;100.0
42;Male;France;63101;7;10;14;Low;Bronze;96.5
33;Female;USA;118674;2;10;16;Medium;Gold;100.0
63;Female;UK;79426;8;10;15;Medium;Silver;100.0
33;Male;Germany;85299;5;7;3;High;Silver;92.5
28;Male;France;51741;1;5;20;Medium;Gold;47.0
66;Female;UK;68036;3;5;17;Medium;Bronze;87.77
52;Male;France;108999;10;5;4;High;Gold;100.0
40;Female;Germany;117145;6;4;1;Low;Bronze;96.06
22;Male;Germany;58428;3;2;1;High;Gold;52.48
52;Female;Germany;61637;4;4;17;Medium;Silver;90.65
46;Male;USA;61280;2;5;1;Low;Silver;44.0
64;Female;USA;55135;8;1;5;High;Gold;78.96
22;Female;Germany;41024;8;3;4;High;Silver;68.82
20;Female;USA;118467;4;2;12;Medium;Gold;63.39
23;Male;France;78871;8;3;19;Medium;Silver;100.0
40;Male;France;33176;7;10;2;High;Bronze;100.0
63;Female;Canada;61869;6;3;18;Medium;Silver;88.58
19;Male;UK;115181;3;7;19;Low;Bronze;94.9
35;Male;France;107737;8;6;5;Medium;Bronze;100.0
47;Male;UK;46420;2;6;14;High;Silver;67.39
55;Male;Canada;40215;4;4;15;High;Gold;88.12
22;Male;Canada;46579;5;4;8;Low;Bronze;78.42
63;Male;UK;69801;5;9;4;Medium;Gold;100.0
66;Female;Germany;113237;3;7;1;High;Bronze;95.65
28;Female;UK;67456;9;5;18;High;Gold;100.0
18;Male;France;92908;10;3;8;Low;Gold;79.37
27;Male;UK;38636;3;6;16;High;Gold;82.32
58;Male;France;31372;3;3;17;Low;Silver;62.81
69;Female;France;81982;1;10;10;Low;Silver;100.0
61;Female;France;78706;3;2;18;Medium;Gold;59.8
43;Male;Germany;75588;8;2;13;Medium;Bronze;98.52
50;Female;Germany;70732;8;6;7;Low;Silver;100.0
44;Female;Canada;57324;9;10;19;Medium;Bronze;100.0
67;Female;USA;108095;7;10;17;Low;Gold;100.0
29;Female;Germany;74183;4;9;8;High;Bronze;98.65
19;Female;Germany;79119;4;6;12;Medium;Silver;94.12
18;Female;Canada;82766;6;6;14;High;Gold;94.78
18;Male;Canada;38532;5;2;16;High;Bronze;45.3
50;Female;Canada;86332;5;7;8;Low;Gold;93.01
39;Male;UK;62536;10;7;11;Medium;Silver;100.0
29;Male;France;55714;4;3;16;Low;Bronze;72.07
56;Female;Germany;38453;4;6;10;Low;Bronze;84.36
53;Female;France;51205;7;10;10;High;Gold;100.0
38;Male;USA;100222;8;2;18;Low;Silver;94.31
37;Female;Canada;103809;8;7;3;Low;Bronze;100.0
53;Male;USA;83726;7;5;10;Medium;Bronze;92.61
43;Male;Canada;83682;4;5;15;Medium;Gold;93.34
64;Female;Canada;85370;10;8;2;Medium;Bronze;100.0
48;Female;USA;85720;1;10;5;Medium;Bronze;77.77
18;Female;France;56712;3;9;8;Low;Gold;93.46
55;Male;USA;90625;5;9;19;Medium;Silver;100.0
31;Male;UK;77778;8;1;10;High;Silver;71.19
43;Female;Germany;48924;2;3;10;Medium;Silver;48.5
63;Female;Germany;36969;5;10;19;Low;Bronze;100.0
59;Female;France;52954;9;2;2;Low;Bronze;78.2
24;Female;France;92906;6;8;12;Medium;Gold;100.0
29;Male;France;30182;4;8;10;Low;Gold;77.47
41;Female;USA;104020;4;1;8;Medium;Silver;66.6
36;Male;USA;47569;6;8;17;Low;Silver;92.67
26;Female;USA;84189;8;5;15;Medium;Silver;100.0
52;Male;Canada;100575;2;3;13;Low;Gold;76.48
21;Male;USA;101699;7;10;12;High;Gold;100.0
62;Male;Germany;119082;2;7;7;High;Gold;95.95
59;Female;Germany;113903;4;1;8;Low;Bronze;68.74
49;Female;Canada;97222;1;1;7;Medium;Bronze;45.83
63;Female;USA;112482;7;10;9;Medium;Bronze;100.0
23;Male;USA;36498;5;4;4;High;Silver;59.52
45;Female;UK;110523;3;5;1;Low;Gold;89.29
45;Female;UK;83170;9;10;17;Low;Gold;100.0
57;Female;Germany;59311;9;6;13;Low;Bronze;100.0
68;Male;France;56603;2;3;14;Low;Bronze;66.7
46;Female;Germany;39235;10;6;19;Medium;Silver;100.0
59;Male;Canada;117289;5;4;6;Medium;Bronze;100.0
22;Male;USA;94727;4;4;19;Low;Silver;41.54
22;Female;UK;87529;4;1;12;Medium;Gold;69.95
54;Female;Germany;117384;2;8;13;High;Bronze;100.0
58;Male;Canada;62530;8;10;16;Medium;Gold;100.0
45;Female;France;109189;7;8;5;Low;Gold;100.0
58;Male;Germany;31443;7;6;19;Medium;Gold;98.73
64;Male;USA;111652;1;10;13;Low;Gold;100.0
26;Male;USA;43846;8;1;8;Low;Silver;73.79
46;Female;UK;58415;9;9;6;Medium;Bronze;100.0
31;Male;Canada;34509;5;9;17;High;Gold;96.31
55;Male;France;76588;8;1;4;Low;Silver;91.85
69;Female;France;118189;7;5;5;Medium;Silver;100.0
57;Male;Canada;98314;8;5;3;High;Bronze;91.73
51;Male;UK;62108;9;4;8;Medium;Silver;100.0
54;Female;USA;50082;5;10;10;Low;Gold;100.0
66;Male;France;70001;7;1;9;Low;Bronze;66.35
59;Female;Canada;95383;3;7;17;High;Silver;100.0
31;Female;UK;92344;9;2;19;Medium;Bronze;100.0
35;Male;USA;109060;10;6;12;Low;Bronze;100.0
50;Female;Canada;118403;5;8;10;Low;Bronze;100.0
51;Male;UK;106907;9;8;15;Low;Silver;100.0
45;Female;Germany;52095;2;10;12;Low;Gold;96.1
53;Male;Canada;106288;6;8;17;Medium;Silver;100.0
62;Female;France;75313;4;8;1;Medium;Gold;76.61
65;Male;Canada;66804;4;3;8;Low;Gold;71.5
54;Male;USA;53586;6;5;8;Medium;Gold;100.0
40;Female;Canada;48505;6;10;14;High;Silver;98.02
59;Male;USA;77113;4;4;3;Low;Silver;80.9
34;Male;UK;90110;7;9;20;Low;Gold;100.0
28;Female;Germany;71456;10;10;12;Low;Silver;100.0
49;Female;USA;47766;5;5;6;High;Bronze;86.18
54;Female;UK;30358;2;1;7;Medium;Bronze;37.78
32;Male;UK;115762;10;2;12;Low;Gold;91.83
21;Male;Germany;76286;4;2;3;Medium;Bronze;57.19
56;Male;France;114349;8;5;8;Low;Gold;100.0
47;Female;France;117611;4;9;11;Low;Bronze;98.06
27;Male;Canada;97926;7;6;18;Medium;Gold;100.0
40;Male;France;64962;9;9;17;Low;Bronze;100.0
41;Male;Canada;35897;1;3;1;Low;Bronze;27.Nis
53;Female;USA;92723;6;7;14;Low;Silver;100.0
69;Female;USA;30608;1;8;17;High;Bronze;72.02
22;Male;Canada;118486;3;9;9;Low;Silver;100.0
54;Female;Germany;104828;1;3;5;Low;Gold;65.39
60;Female;Germany;87674;7;3;20;High;Gold;92.47
36;Male;France;50010;2;4;17;Medium;Gold;69.44
54;Female;USA;57847;8;5;15;Medium;Bronze;100.0
25;Female;USA;36108;8;3;9;Low;Bronze;89.27
24;Female;Germany;84369;9;8;20;Low;Gold;100.0
57;Male;UK;104276;1;3;14;High;Gold;66.94
30;Female;Germany;71940;10;9;18;High;Silver;100.0
54;Female;Germany;106914;8;7;3;High;Silver;100.0
44;Male;UK;59713;9;7;7;Medium;Silver;97.53
35;Male;France;59917;7;2;5;Medium;Gold;68.05
41;Male;Canada;62173;8;9;15;Low;Gold;100.0
58;Male;France;48609;8;5;16;Low;Bronze;96.33
19;Male;UK;101568;10;9;8;Low;Gold;100.0
33;Female;UK;69074;2;8;3;Medium;Bronze;81.84
31;Male;France;64680;9;1;16;Low;Silver;79.33
34;Female;Canada;77271;9;7;1;Low;Bronze;100.0
23;Male;France;100824;4;1;10;High;Gold;56.66
52;Female;USA;97638;6;1;9;High;Gold;78.04
34;Male;USA;77098;7;2;13;Low;Silver;61.28
62;Female;USA;60340;5;2;10;Low;Silver;82.68
55;Male;Canada;61646;10;5;9;Low;Bronze;100.0
57;Female;Canada;46955;6;4;15;Medium;Silver;89.94
23;Female;UK;113626;4;3;3;High;Gold;84.7
65;Male;Germany;49464;2;8;15;High;Silver;100.0
55;Female;Canada;82058;2;6;14;Medium;Bronze;80.94
66;Female;Germany;98025;2;8;8;Low;Silver;100.0
38;Male;USA;30911;3;6;16;High;Gold;70.5
52;Female;USA;34549;5;9;5;Low;Gold;87.55
40;Female;Germany;31016;8;6;20;Low;Silver;89.93
29;Male;France;94343;7;6;17;Low;Gold;100.0
46;Female;UK;90705;10;9;13;Low;Bronze;100.0
44;Male;UK;81828;6;10;15;Low;Bronze;100.0
23;Female;France;60164;4;9;12;Medium;Bronze;84.09
38;Female;Germany;48399;2;9;11;Medium;Silver;85.24
24;Female;Germany;107516;10;10;4;Low;Bronze;100.0
60;Female;Canada;116693;10;10;20;Medium;Gold;100.0
58;Male;USA;61537;9;7;18;High;Gold;100.0
33;Male;USA;90919;4;9;11;Medium;Bronze;100.0
22;Female;Germany;82829;2;7;15;Medium;Bronze;94.81
32;Female;Canada;111291;1;1;18;High;Gold;53.36
38;Male;Canada;34192;6;6;14;High;Silver;94.15
21;Male;UK;116429;7;1;8;Medium;Gold;77.75
22;Male;UK;91611;7;3;7;High;Gold;79.61
24;Female;Germany;86821;5;2;20;Medium;Gold;65.57
52;Female;UK;88461;7;8;11;High;Silver;100.0
53;Female;Canada;41485;5;3;3;High;Silver;71.8
32;Male;France;100518;7;7;3;Low;Gold;100.0
45;Female;USA;40107;5;7;6;Low;Gold;82.38
19;Male;Germany;67377;8;10;2;Low;Gold;86.25
22;Male;UK;31481;1;5;11;Medium;Bronze;50.65
24;Female;UK;60278;2;3;6;High;Bronze;61.29
39;Male;Canada;37418;7;8;11;Medium;Gold;91.35
66;Female;UK;104507;1;2;5;Low;Gold;69.49
48;Male;USA;47313;7;7;11;High;Gold;97.78
49;Female;Germany;106976;9;6;17;High;Gold;100.0
25;Female;UK;85986;3;3;15;Low;Silver;71.12
58;Male;France;43707;9;2;10;Low;Gold;91.6
59;Male;France;42655;5;2;20;High;Gold;73.51
28;Female;Germany;30637;6;2;9;Low;Silver;51.94
18;Female;France;102729;8;5;11;Low;Bronze;100.0
64;Male;France;116064;1;1;10;Medium;Gold;56.22
57;Female;UK;95458;5;8;2;Low;Bronze;100.0
36;Female;France;59001;5;8;20;High;Bronze;100.0
61;Male;UK;65412;10;10;5;High;Bronze;100.0
55;Male;USA;62168;8;10;3;Medium;Bronze;100.0
59;Male;Canada;103482;4;6;20;Medium;Silver;92.35
54;Female;UK;44638;9;5;14;Low;Silver;100.0
24;Female;Canada;55997;5;2;1;High;Bronze;53.72
56;Male;UK;60521;7;7;19;Low;Bronze;100.0
42;Male;UK;73661;8;4;8;Medium;Bronze;73.59
39;Male;Germany;35323;10;8;8;Low;Bronze;100.0
44;Female;UK;101193;6;5;19;Medium;Silver;100.0
58;Female;France;81656;3;10;15;Medium;Bronze;95.19
64;Female;France;33202;10;6;8;Low;Gold;100.0
55;Male;UK;113927;1;2;3;High;Silver;65.61
65;Male;USA;43104;9;10;4;Medium;Gold;100.0
56;Female;France;38488;5;1;3;Medium;Silver;75.86
32;Male;Canada;34114;4;5;20;Low;Silver;80.29
19;Male;USA;88742;2;4;15;Low;Bronze;65.99
25;Male;Canada;100198;4;9;1;Low;Bronze;95.33
61;Female;UK;47921;5;2;14;Medium;Silver;81.74
60;Male;UK;88139;1;10;2;High;Bronze;100.0
23;Male;UK;86768;7;8;17;Low;Silver;100.0
37;Male;France;50054;4;2;13;Low;Gold;87.39
44;Male;USA;93111;9;6;20;Medium;Gold;100.0
62;Female;Canada;59517;7;9;9;Low;Gold;100.0
40;Female;Germany;65483;5;1;19;Low;Bronze;77.45
65;Female;USA;37593;6;4;10;Low;Gold;80.37
57;Female;Canada;91908;2;1;2;Medium;Silver;58.88
34;Male;Germany;63657;9;4;5;High;Bronze;89.92
30;Female;USA;84146;1;5;16;Medium;Bronze;71.02
21;Male;USA;43883;8;6;12;Medium;Silver;89.83
37;Male;UK;53405;8;4;3;High;Gold;56.9
59;Male;USA;51810;1;9;2;Medium;Bronze;90.68
42;Male;Canada;43517;3;5;18;High;Silver;69.6
39;Female;UK;101803;5;8;6;Medium;Gold;100.0
69;Female;USA;39362;5;8;5;Low;Gold;95.64
65;Male;UK;107059;6;3;13;High;Bronze;72.6
34;Female;Germany;64646;2;7;15;Medium;Gold;77.99
57;Female;Canada;91574;8;8;3;Low;Silver;100.0
28;Male;Germany;95576;2;2;19;High;Silver;60.78
42;Female;Canada;38059;5;1;3;High;Silver;47.69
22;Male;France;52710;8;10;12;High;Silver;100.0
38;Male;Germany;37187;9;9;3;High;Bronze;100.0
43;Male;France;74889;1;3;3;High;Silver;46.23
33;Female;UK;110771;8;2;10;Low;Bronze;91.67
57;Male;Germany;112468;9;9;5;Medium;Bronze;100.0
38;Male;USA;60591;10;9;10;Low;Silver;100.0
65;Male;Canada;85633;5;7;18;Low;Silver;100.0
49;Female;USA;34373;6;6;11;Low;Bronze;80.79
21;Male;USA;83035;1;3;3;High;Silver;43.93
55;Male;UK;68251;10;2;17;Low;Silver;100.0
25;Male;UK;85678;8;2;15;Medium;Silver;82.46
26;Male;USA;93036;9;10;17;High;Bronze;100.0
62;Female;USA;45998;7;4;14;Low;Gold;78.5
34;Male;USA;44057;1;1;4;Low;Bronze;45.97
58;Female;Canada;47965;3;1;7;Low;Silver;60.88
30;Male;UK;30281;3;7;3;Low;Gold;65.58
26;Female;Germany;91272;1;6;8;Medium;Gold;76.91
23;Male;UK;101332;9;4;20;Low;Silver;100.0
44;Female;USA;115550;2;1;6;Medium;Silver;68.49
59;Female;Germany;52575;10;10;16;Low;Gold;100.0
54;Male;Germany;65342;7;10;14;High;Silver;100.0
56;Male;Germany;47286;8;2;2;Medium;Silver;72.21
60;Male;UK;63438;10;2;19;Medium;Silver;98.93
41;Female;USA;109292;6;9;7;High;Silver;100.0
26;Female;USA;71998;1;1;8;High;Gold;46.05
59;Female;France;96481;5;7;8;Medium;Bronze;99.11
28;Female;Canada;72163;8;7;11;Low;Bronze;100.0
52;Male;UK;84443;6;3;11;Medium;Silver;76.45
46;Female;France;102534;1;1;5;Medium;Silver;42.91
25;Male;France;50418;6;8;18;Medium;Bronze;98.37
34;Female;France;73795;1;6;20;Medium;Silver;53.54
24;Male;UK;56194;3;2;14;High;Silver;51.4
29;Female;Canada;107469;2;8;8;Medium;Bronze;65.99
65;Female;Germany;40494;2;10;17;Low;Bronze;91.09
32;Male;Canada;116313;10;3;7;Low;Silver;100.0
46;Female;Canada;58712;8;8;15;Medium;Bronze;100.0
62;Female;USA;34198;7;1;6;Low;Gold;49.32
67;Female;France;84301;4;2;5;High;Silver;67.48
67;Male;France;51015;5;3;19;High;Bronze;75.68
41;Female;Germany;79764;9;8;9;High;Gold;100.0
54;Male;USA;79035;6;9;19;High;Silver;100.0
31;Female;Germany;112219;1;4;1;High;Bronze;60.51
28;Female;UK;117448;5;2;11;Medium;Gold;75.09
52;Male;USA;44859;8;9;20;High;Bronze;100.0
34;Male;France;94333;7;10;12;Low;Bronze;100.0
44;Male;Germany;48515;9;2;13;Medium;Gold;96.92
61;Female;USA;47965;6;9;17;Medium;Gold;100.0
20;Male;USA;42588;3;1;7;Low;Silver;36.15
19;Female;Canada;52386;3;3;19;Low;Bronze;44.49
21;Female;USA;107045;7;4;4;High;Bronze;90.57
35;Male;USA;97869;6;8;4;Low;Silver;100.0
37;Female;France;89879;10;6;13;High;Gold;100.0
38;Female;UK;33575;5;2;5;Low;Gold;56.29
31;Female;Germany;76105;4;1;16;Medium;Silver;58.23
25;Female;UK;118006;8;6;7;Low;Gold;100.0
19;Male;USA;111966;6;10;8;Medium;Bronze;100.0
43;Female;France;106582;8;4;11;High;Gold;100.0
36;Female;France;73603;10;10;13;Medium;Bronze;100.0
59;Male;France;102170;8;10;20;High;Gold;100.0
45;Male;France;102071;10;9;19;Medium;Gold;100.0
46;Female;Canada;34726;8;10;15;Low;Silver;100.0
22;Male;USA;61066;10;8;1;Low;Bronze;93.08
60;Male;Canada;106441;6;10;15;High;Silver;100.0
45;Female;Canada;71780;8;8;11;Medium;Silver;100.0
58;Male;USA;60953;9;5;6;High;Bronze;100.0
65;Female;France;64230;5;8;4;Medium;Silver;100.0
43;Female;Germany;33980;2;1;7;Medium;Gold;41.83
22;Female;France;39206;8;8;5;High;Gold;100.0
32;Male;France;60928;3;7;16;Medium;Silver;69.27
63;Female;Canada;83336;5;5;1;Low;Gold;71.6
26;Female;UK;86430;4;5;15;High;Gold;84.15
49;Female;France;52023;9;1;2;Low;Bronze;67.82
69;Male;USA;69201;8;6;8;Medium;Silver;100.0
43;Male;USA;71975;5;2;5;Low;Gold;61.44
54;Female;USA;35483;7;4;18;Medium;Silver;77.23
32;Female;Canada;87135;7;7;4;Medium;Silver;96.22
58;Male;Germany;119723;3;7;2;High;Gold;88.34
21;Female;Germany;54969;2;10;14;Low;Gold;91.0
53;Male;Germany;49678;8;4;8;High;Bronze;93.58
37;Female;France;117757;5;8;6;High;Gold;100.0
44;Male;France;56698;10;3;9;Medium;Gold;94.63
38;Female;UK;91327;7;9;1;Medium;Gold;100.0
39;Female;UK;49858;7;7;8;Medium;Gold;100.0
24;Male;UK;110981;1;7;5;Medium;Bronze;81.9
64;Male;Canada;70343;1;5;1;High;Bronze;62.83
48;Male;Germany;76903;1;9;2;Medium;Gold;79.94
34;Female;France;42838;8;9;18;Medium;Bronze;100.0
67;Male;UK;70328;3;5;1;Low;Silver;55.09
24;Male;Canada;98956;9;2;9;Medium;Silver;97.25
36;Male;UK;44633;6;3;1;High;Bronze;66.99
45;Male;France;112779;3;5;15;High;Silver;75.85
27;Male;UK;35665;8;8;7;Low;Gold;100.0
44;Male;Canada;101843;6;9;6;High;Bronze;100.0
30;Female;Canada;114049;10;6;15;Medium;Gold;100.0
19;Male;UK;59263;3;8;1;High;Silver;84.54
39;Male;France;33551;8;4;10;Medium;Gold;94.32
37;Male;Canada;50906;2;4;3;High;Gold;40.94
60;Female;Germany;117173;3;3;1;High;Silver;79.67
22;Male;Canada;55395;6;10;17;Low;Silver;100.0
23;Female;USA;96643;7;6;11;High;Bronze;92.84
52;Male;UK;84142;1;2;16;Medium;Silver;77.21
18;Female;Germany;67209;2;7;11;Medium;Silver;85.5
52;Male;France;87191;9;7;1;Medium;Silver;94.7
20;Female;Germany;57631;2;2;3;High;Silver;42.28
53;Female;Canada;32603;3;5;11;Low;Bronze;69.4
24;Male;Canada;108969;9;5;8;Medium;Bronze;100.0
46;Female;USA;78023;5;6;13;Medium;Silver;87.68
32;Male;Germany;108631;4;1;20;Medium;Silver;66.52
28;Female;Canada;44425;8;6;17;Low;Bronze;100.0
35;Female;France;65224;3;3;6;High;Gold;50.62
61;Female;France;31245;2;4;10;Medium;Silver;79.45
21;Female;Germany;119247;6;1;4;High;Gold;66.98
41;Male;Germany;98422;7;9;6;Medium;Bronze;100.0
28;Male;USA;100195;10;1;13;High;Gold;87.82
23;Male;Germany;60484;6;10;12;Low;Bronze;100.0
68;Female;France;65632;9;10;2;Medium;Bronze;100.0
35;Female;Germany;107247;10;6;3;High;Gold;99.53
32;Male;Canada;84795;8;5;1;Medium;Gold;89.26
20;Male;Canada;117491;8;8;19;Low;Gold;100.0
34;Male;Germany;39554;9;3;19;Medium;Gold;89.47
50;Female;UK;95284;6;2;7;Medium;Gold;75.39
51;Female;Germany;103950;9;1;13;Medium;Gold;100.0
47;Male;USA;111855;3;4;16;High;Bronze;86.34
36;Male;France;84442;10;4;16;Medium;Silver;91.01
26;Male;France;57183;6;4;4;Low;Gold;80.0
57;Female;Germany;63994;1;1;8;Medium;Silver;57.17
61;Female;UK;55282;1;5;17;High;Gold;57.75
48;Male;France;60742;2;3;18;Medium;Silver;62.86
44;Male;UK;43803;3;8;12;Low;Gold;93.15
64;Female;France;112897;5;5;7;High;Bronze;95.7
42;Male;Canada;91373;5;4;19;Low;Silver;83.51
24;Male;USA;111097;8;2;1;Low;Silver;80.94
65;Male;France;119967;3;5;7;High;Silver;100.0
24;Female;Germany;64074;4;6;11;Medium;Silver;87.8
37;Male;Canada;92890;6;1;1;Medium;Gold;83.22
61;Female;UK;59493;5;3;13;Low;Silver;85.34
66;Male;USA;58608;1;8;20;Medium;Silver;96.1
60;Female;UK;98141;6;4;19;Low;Bronze;100.0
53;Female;UK;116713;9;6;5;High;Gold;100.0
36;Male;France;74522;9;6;16;High;Gold;100.0
19;Female;Canada;35540;9;5;2;Medium;Silver;100.0
51;Female;USA;102640;9;4;11;Medium;Silver;100.0
34;Male;Canada;96898;3;7;16;Medium;Silver;90.85
41;Male;Canada;36719;2;8;14;High;Bronze;79.72
26;Female;France;38264;4;10;17;Medium;Bronze;68.99
18;Male;UK;87877;7;2;11;Low;Gold;80.0
59;Male;Canada;81188;9;7;8;Low;Gold;100.0
45;Male;UK;32968;6;6;11;High;Bronze;78.48
32;Male;Canada;36050;5;10;1;Low;Bronze;83.77
38;Male;USA;70372;6;6;2;Medium;Bronze;75.62
32;Male;Germany;37213;1;10;1;High;Silver;64.36
40;Male;Germany;36317;6;9;14;Low;Bronze;100.0
19;Female;Germany;41704;2;2;18;High;Bronze;26.76
